SourceFile,Latitude Decimal,Longitude Decimal
IMG_0202.PNG,29.64359167,82.33923333
IMG_1691.PNG,29.64895556,82.349975
IMG_5150.PNG,29.64651389,82.34475
IMG_0174.PNG,29.63912778,82.34152222
IMG_0175.PNG,29.64115556,82.34293333
IMG_5151.PNG,29.64683056,82.34419167
IMG_5145.PNG,29.64714722,82.34159722
IMG_1690.PNG,29.64885278,82.34673333
IMG_1684.PNG,29.64684722,82.34671667
IMG_0201.PNG,29.64636944,82.33788333
IMG_1692.PNG,29.64833889,82.35183611
IMG_1686.PNG,29.64716944,82.34589444
IMG_5153.PNG,29.64684722,82.34543611
IMG_5147.PNG,29.64667222,82.34304167
IMG_0177.PNG,29.64171389,82.34378889
IMG_0188.PNG,29.64343889,82.36246389
IMG_0189.PNG,29.64324722,82.35893333
IMG_2952.PNG,29.63808889,82.36850833
IMG_0176.PNG,29.64120278,82.34309444
IMG_5146.PNG,29.64698611,82.34253056
IMG_5152.PNG,29.64640833,82.34504722
IMG_1687.PNG,29.64778056,82.34670278
IMG_1693.PNG,29.64833889,82.35296667
IMG_0200.PNG,29.64674722,82.33949167
IMG_1697.PNG,29.64503056,82.35509444
IMG_5142.PNG,29.64647222,82.34136944
IMG_0172.PNG,29.63965,82.34164444
IMG_0199.PNG,29.64541111,82.34047778
IMG_2956.PNG,29.63804722,82.36846111
IMG_2943.PNG,29.63736111,82.36647778
IMG_2957.PNG,29.63804722,82.36846111
IMG_0198.PNG,29.64425,82.34081944
IMG_5143.PNG,29.64646944,82.34136111
IMG_1682.PNG,29.64572222,82.346475
IMG_1696.PNG,29.64734167,82.35521667
IMG_1694.PNG,29.64841944,82.35427778
IMG_5141.PNG,29.64604167,82.34063611
IMG_5155.PNG,29.64606389,82.34327778
IMG_0171.PNG,29.64121944,82.33924167
IMG_5154.PNG,29.64666667,82.34555
IMG_5140.PNG,29.64563056,82.34025556
IMG_1695.PNG,29.64821667,82.35508056
IMG_1681.PNG,29.64565,82.34571111
IMG_5127.PNG,29.64721389,82.34047778
IMG_5133.PNG,29.64639167,82.33834722
IMG_2927.PNG,29.63581389,82.36929444
IMG_5090.PNG,29.65082222,82.34411667
IMG_5084.PNG,29.65123056,82.34429167
IMG_5085.PNG,29.65110833,82.34426944
IMG_2932.PNG,29.63613611,82.36367778
IMG_5132.PNG,29.647275,82.33827222
IMG_2885.PNG,29.635475,82.36762222
IMG_5126.PNG,29.64723889,82.34074444
IMG_5118.PNG,29.647975,82.34036389
IMG_5130.PNG,29.646825,82.33888333
IMG_5124.PNG,29.647425,82.34121667
IMG_5078.PNG,29.65055,82.34154444
IMG_5087.PNG,29.652075,82.34466667
IMG_5086.PNG,29.65130556,82.34487222
IMG_5079.PNG,29.65040278,82.34195
IMG_5125.PNG,29.64742222,82.34108611
IMG_5131.PNG,29.64733056,82.33825556
IMG_5119.PNG,29.64793333,82.34058333
IMG_5135.PNG,29.64645833,82.338075
IMG_5121.PNG,29.64806111,82.34092778
IMG_5109.PNG,29.64932778,82.33999722
IMG_5069.PNG,29.65157778,82.33992778
IMG_5082.PNG,29.65090833,82.3422
IMG_5097.PNG,29.65126111,82.34474167
IMG_5083.PNG,29.6512,82.34386389
IMG_5068.PNG,29.65161389,82.34033889
IMG_5108.PNG,29.64959444,82.34015
IMG_5120.PNG,29.648025,82.34075833
IMG_5122.PNG,29.64798333,82.34120833
IMG_5136.PNG,29.64643611,82.33753889
IMG_2922.PNG,29.63595556,82.37007222
IMG_5081.PNG,29.650325,82.34210278
IMG_5080.PNG,29.65031944,82.34191111
IMG_5137.PNG,29.64642222,82.33776111
IMG_5123.PNG,29.64796944,82.34147778
IMG_5106.PNG,29.648925,82.34188889
IMG_5112.PNG,29.64851944,82.33972222
IMG_5072.PNG,29.65079722,82.3405
IMG_5066.PNG,29.65174444,82.34053056
IMG_5099.PNG,29.65023333,82.34355833
IMG_2907.PNG,29.63564722,82.36933056
IMG_5098.PNG,29.65039722,82.34374167
IMG_5067.PNG,29.65163333,82.3404
IMG_5073.PNG,29.65110833,82.34082778
IMG_5113.PNG,29.64840833,82.33980556
IMG_5107.PNG,29.64920556,82.34136944
IMG_5139.PNG,29.64539167,82.3397
IMG_5111.PNG,29.64896667,82.33982778
IMG_5105.PNG,29.64898611,82.34190278
IMG_5065.PNG,29.65180833,82.33984444
IMG_5071.PNG,29.65091944,82.34034722
IMG_2938.PNG,29.63737778,82.36403611
IMG_5070.PNG,29.65116667,82.33988889
IMG_5104.PNG,29.64932222,82.34185
IMG_5110.PNG,29.64904444,82.34005
IMG_5138.PNG,29.64654167,82.33957778
IMG_5114.PNG,29.64833056,82.33973611
IMG_5100.PNG,29.6498,82.34373611
IMG_5128.PNG,29.64698611,82.34002778
IMG_5074.PNG,29.65097222,82.34083611
IMG_2914.PNG,29.63598056,82.36996389
IMG_5075.PNG,29.65120278,82.34118611
IMG_2875.PNG,29.63089444,82.36643333
IMG_5129.PNG,29.6468,82.33947778
IMG_5101.PNG,29.64977778,82.34397222
IMG_5115.PNG,29.64792222,82.33993611
IMG_5103.PNG,29.64972778,82.34189722
IMG_5117.PNG,29.64789444,82.33990556
IMG_5088.PNG,29.65190278,82.34452778
IMG_5089.PNG,29.650775,82.34468889
IMG_2902.PNG,29.6344,82.36851389
IMG_5076.PNG,29.65128056,82.3414
IMG_5116.PNG,29.64788333,82.33982778
IMG_5102.PNG,29.64973056,82.34258333
IMG_0196.PNG,29.64476667,82.34406944
IMG_0182.PNG,29.64101389,82.35047222
IMG_0183.PNG,29.63987222,82.35054722
IMG_0197.PNG,29.64454167,82.34306389
IMG_2958.PNG,29.63787778,82.36810278
IMG_1699.PNG,29.644975,82.350975
IMG_0181.PNG,29.64115833,82.34855
IMG_0195.PNG,29.64296111,82.34697778
IMG_0194.PNG,29.642975,82.34819167
IMG_0180.PNG,29.64188056,82.34754167
IMG_0184.PNG,29.63809167,82.35875
IMG_0190.PNG,29.64491111,82.35620833
IMG_1701.PNG,29.64493889,82.34864722
IMG_1700.PNG,29.64501667,82.35036389
IMG_0191.PNG,29.64498333,82.35501944
IMG_1689.PNG,29.65070556,82.34516944
IMG_5148.PNG,29.64588611,82.34377222
IMG_0178.PNG,29.641675,82.34403333
IMG_0193.PNG,29.64481111,82.349425
IMG_0187.PNG,29.642075,82.36383889
IMG_1703.PNG,29.64592222,82.34742778
IMG_0186.PNG,29.63777778,82.36099167
IMG_0192.PNG,29.64296944,82.35379722
IMG_0179.PNG,29.64225556,82.34546667
IMG_5149.PNG,29.64573611,82.34452778
IMG_1688.PNG,29.64854722,82.34506944